詒	(诒|詒)
詔	(诏|詔)
評	(评|評)
詖	(诐|詖)
詗	(诇|詗)
詘	(诎|詘)
詛	(诅|詛)
詞	(词|詞)
詟	(讋|詟)
詠	(咏|詠)
詡	(诩|詡)
詢	(询|詢)
詣	(诣|詣)
詤	(謊|詤|谎)
試	(试|試)
詧	(察|詧)
詩	(诗|詩)
詫	(诧|詫)
詬	(呴|訽|诟|詬)
詭	(诡|詭)
詮	(诠|詮)
詰	(诘|詰)
話	(䛡|话|話)
該	(该|該)
詳	(详|詳)
詵	(侁|诜|駪|詵)
詶	(酬|詶|酧|醻)
詻	(咯|詻)
詼	(诙|詼)
詾	(訩|詾|讻)
詿	(诖|詿)
誄	(诔|誄)
誅	(诛|誅)
誆	(诓|誆)
誇	(侉|夸|誇)
誉	(譽|域|誉|㽣)
誊	(謄|誊)
誌	(志|誌)
認	(认|認)
誐	(哦|誐)
誑	(诳|誑)
誒	(唉|诶|欸|誒)
誕	(诞|𧩙|誕|䜥)
誘	(䛻|诱|誘)
誚	(譙|诮|誚|谯)
語	(语|語)
誠	(诚|誠)
誡	(诫|誡)
誣	(诬|誣)
誤	(悞|误|悮|誤)
誥	(诰|誥)
誦	(诵|誦)
誨	(诲|誨)
誩	(競|竞|竸|誩)
說	(説|说|說|說|說)
説	(說|説|说|說|說)
読	(讀|読|读|讀)
誰	(谁|誰)
課	(课|課)
誶	(谇|誶)
誹	(诽|誹)
誼	(谊|誼)
誾	(訚|誾)
調	(调|調)
諁	(啜|欼|歠|諁)
諂	(谄|諂)
諄	(谆|諄)
談	(譚|谈|談|谭)
諉	(诿|餵|諉|喂|餧|餒|馁)
諊	(鞫|諊)
請	(请|請)
諌	(諫|諌|谏)
諍	(诤|諍)
諏	(诹|諏)
諑	(诼|諑)
諒	(谅|諒|諒)
諕	(唬|猇|虓|諕)
論	(论|論|論)
諗	(谂|諗)
諛	(谀|諛)
諜	(谍|諜)
諝	(谞|諝)
諞	(谝|諞)
諠	(喧|吅|諠)
諡	(謚|諡|谥)
諢	(诨|諢)
諤	(囮|讍|谔|諤|𡈙)
諦	(谛|諦)
諧	(谐|龤|諧)
諩	(譜|諩|谱)
諫	(諌|谏|諫)
諭	(谕|諭)
諮	(咨|嗞|谘|諮)
諰	(𫍰|諰)
諱	(讳|諱)
諳	(谙|諳)
諵	(喃|娚|嫐|諵)
諶	(訦|谌|諶)
諷	(讽|諷)
諸	(诸|諸|諸)
諺	(谚|諺)
諼	(煖|谖|娠|暖|諼|㛛)
諾	(诺|諾|諾)
謀	(谋|謀)
謁	(谒|謁)
謂	(谓|謂)
謄	(誊|謄)
謅	(诌|謅)
謊	(詤|谎|謊)
謌	(歌|謌)
謎	(谜|謎)
謏	(𫍲|謏)
謐	(谧|謐)
謔	(谑|謔)
謖	(谡|謖)
謗	(谤|謗)
謙	(谦|謙)
謚	(諡|谥|謚)
講	(讲|講)
謝	(谢|謝)
謠	(謡|谣|謠)
謡	(謠|謡|谣)
謨	(谟|謨)
謫	(讁|谪|謫)
謬	(谬|謬)
謭	(譾|谫|謭)
謱	(嘍|喽|謱)
謳	(讴|謳)
謹	(谨|謹)
謼	(呼|嘑|虖|謼)
謾	(谩|謾)
譁	(哗|嘩|譁)
譈	(憝|懟|譈|怼)
證	(証|证|證)
譊	(𫍢|譊)
譌	(訛|譌|讹)
譎	(憰|谲|譎)
譏	(讥|譏)
譐	(噂|譐)
譔	(𬤥|譔)
譖	(谮|譖)
識	(识|識|識)
譙	(誚|谯|譙|诮)
譚	(談|谭|譚|谈)
譜	(諩|谱|譜)
譟	(噪|喿|譟)
警	(儆|警)
譫	(谵|譫)
譭	(䛼|譭)
譯	(訳|译|譯)
議	(议|議)
譱	(善|譱)
譲	(讓|譲|让)
譴	(谴|譴)
護	(护|護)
譸	(诪|譸)
譽	(域|誉|㽣|譽)
譾	(謭|谫|譾)
讀	(読|读|讀|讀)
讁	(謫|讁|谪)
讃	(讚|讃)
讅	(谉|讅)
讆	(讏|讆)
變	(变|変|變)
讋	(詟|讋)
讌	(䜩|宴|燕|讌|醼|鷰)
讍	(諤|囮|讍|谔|𡈙)
讎	(仇|讐|雠|讎)
讏	(讆|讏)
讐	(仇|讎|讐|雠)
讒	(谗|讒)
讓	(譲|让|讓)
讕	(谰|讕)
讖	(谶|讖)
讘	(囁|嗫|讘)
讙	(歡|懽|欢|歓|讙|驩)
讚	(讃|讚)
讜	(谠|讜)
讞	(谳|讞)
讠	(言|訁|讠)
计	(計|计)
订	(訂|订)
讣	(訃|讣)
认	(認|认)
讥	(譏|讥)
讦	(訐|讦)
讧	(訌|讧)
讨	(討|讨)
让	(讓|譲|让)
讪	(訕|讪)
讫	(訖|讫)
讬	(託|侂|讬)
训	(訓|训)
议	(議|议)
讯	(訊|讯)
记	(記|记)
讱	(訒|讱)
讲	(講|讲)
讳	(諱|讳)
讴	(謳|讴)
讵	(詎|讵)
讶	(訝|讶)
讷	(訥|吶|讷|呐)
许	(許|许)
讹	(訛|譌|讹)
论	(論|论|論)
讻	(訩|詾|讻)
讼	(訟|讼)
讽	(諷|讽)
设	(設|设)
访	(訪|访)
诀	(訣|诀)
证	(證|証|证)
诂	(詁|诂)
诃	(呵|訶|嗬|诃)
评	(評|评)
诅	(詛|诅)
识	(識|识|識)
诇	(詗|诇)
诈	(詐|诈|醡|榨|酢|醋)
诉	(訴|愬|诉)
诊	(診|诊)
诋	(詆|诋)
诌	(謅|诌)
词	(詞|词)
诎	(詘|诎)
诏	(詔|诏)
诐	(詖|诐)
译	(譯|訳|译)
诒	(詒|诒)
诓	(誆|诓)
诔	(誄|诔)
试	(試|试)
诖	(詿|诖)
诗	(詩|诗)
诘	(詰|诘)
诙	(詼|诙)
诚	(誠|诚)
诛	(誅|诛)
诜	(詵|侁|诜|駪)
话	(話|䛡|话)
诞	(誕|诞|𧩙|䜥)
诟	(詬|呴|訽|诟)
诠	(詮|诠)
诡	(詭|诡)
询	(詢|询)
诣	(詣|诣)
诤	(諍|诤)
该	(該|该)
详	(詳|详)
诧	(詫|诧)
诨	(諢|诨)
诩	(詡|诩)
诪	(譸|诪)
诫	(誡|诫)
诬	(誣|诬)
语	(語|语)
诮	(誚|譙|诮|谯)
误	(誤|悞|误|悮)
诰	(誥|诰)
诱	(誘|䛻|诱)
诲	(誨|诲)
诳	(誑|诳)
说	(說|説|说|說|說)
诵	(誦|诵)
诶	(唉|誒|欸|诶)
请	(請|请)
诸	(諸|諸|诸)
诹	(諏|诹)
诺	(諾|诺|諾)
读	(讀|読|读|讀)
诼	(諑|诼)
诽	(誹|诽)
课	(課|课)
诿	(諉|诿|餵|喂|餧|餒|馁)
谀	(諛|谀)
谁	(誰|谁)
谂	(諗|谂)
调	(調|调)
谄	(諂|谄)
谅	(諒|谅|諒)
谆	(諄|谆)
谇	(誶|谇)
谈	(談|譚|谈|谭)
谉	(讅|谉)
谊	(誼|谊)
谋	(謀|谋)
谌	(諶|訦|谌)
谍	(諜|谍)
谎	(謊|詤|谎)
谏	(諫|諌|谏)
谐	(諧|谐|龤)
谑	(謔|谑)
谒	(謁|谒)
谓	(謂|谓)
谔	(諤|囮|讍|谔|𡈙)
谕	(諭|谕)
谖	(諼|煖|谖|娠|暖|㛛)
谗	(讒|谗)
谘	(咨|諮|嗞|谘)
谙	(諳|谙)
谚	(諺|谚)
谛	(諦|谛)
谜	(謎|谜)
谝	(諞|谝)
谞	(諝|谞)
谟	(謨|谟)
谠	(讜|谠)
谡	(謖|谡)
谢	(謝|谢)
谣	(謠|謡|谣)
谤	(謗|谤)
谥	(謚|諡|谥)
谦	(謙|谦)
谧	(謐|谧)
谨	(謹|谨)
谩	(謾|谩)
谪	(謫|讁|谪)
谫	(謭|譾|谫)
谬	(謬|谬)
谭	(譚|談|谭|谈)
谮	(譖|谮)
谯	(譙|誚|谯|诮)
谰	(讕|谰)
谱	(譜|諩|谱)
谲	(譎|憰|谲)
谳	(讞|谳)
谴	(譴|谴)
谵	(譫|谵)
谶	(讖|谶)
谷	(穀|糓|谷)
谿	(嵠|谿)
豆	(荳|豆)
豇	(䜶|豇)
豈	(岂|豈|豈)
豊	(豐|丰|豊)
豋	(登|豋)
豎	(竖|竪|豎)
豐	(丰|豊|豐)
豓	(艶|豔|豓|艳|艷)
豔	(艳|艶|艷|豓|豔)
豘	(豚|豘)
豚	(豘|豚)
豜	(豣|豜)
豝	(羓|豝)
象	(像|象)
豣	(豜|豣)
豫	(予|預|余|豫|预|餘|馀)
豬	(猪|豬|猪)
豮	(豶|豮)
豳	(㟗|邠|豳)
豴	(蹢|豴)
豵	(䝋|豵)
豶	(豮|豶)
豸	(廌|豸)
豺	(犲|豺)
豻	(犴|豻)
貉	(狢|貉)
貊	(貘|貊)
貌	(皃|貌|貎)
貍	(狸|貍)
貎	(皃|貌|貎)
貓	(猫|貓)
貘	(貊|貘)
貙	(䝙|貙)
貛	(獾|貛)
貝	(贝|貝)
貞	(贞|貞)
貟	(贠|貟)
負	(负|負)
財	(㒲|才|财|財|纔)
貢	(贡|貢)
貧	(贫|貧)
貨	(货|貨)
販	(贩|𧶶|販)
貪	(贪|貪)
貫	(贯|貫)
責	(拆|责|責)
貭	(質|貭|质)
貮	(二|弍|貮|貳|贰)
貯	(贮|貯)
貰	(贳|貰)
貲	(赀|貲)
貳	(二|弍|贰|貮|貳)
貴	(贵|貴)
貶	(贬|貶)
買	(买|買)
貸	(贷|貸)
貺	(贶|貺)
費	(费|費)
貼	(贴|貼)
貽	(贻|貽)
貿	(贸|貿)
賀	(贺|賀)
賁	(贲|賁)
賂	(赂|賂|賂)
賃	(赁|賃)
賄	(贿|賄)
賅	(侅|赅|賅)
資	(资|資)
賈	(贾|賈|賈)
賉	(恤|卹|賉)
賊	(戝|贼|賊)
賍	(贓|贜|賍|赃)
賑	(赈|賑)
賒	(赊|賒)
賓	(宾|賔|賓)
賔	(賓|宾|賔)
賕	(赇|賕)
賙	(赒|賙)
賚	(赉|賚)
賛	(贊|賛|赞)
賜	(赐|賜)
賞	(赏|賞)
賟	(𧹖|賟)
賠	(赔|賠)
賡	(赓|賡)
賢	(贒|贤|賢)
賣	(卖|売|賣)
賤	(贱|賤)
賦	(赋|賦)
賧	(赕|賧)
質	(貭|质|質)
賫	(齎|賫|赍)
賬	(帳|账|帐|賬)
賭	(赌|賭)
賮	(贐|賮|赆)
賰	(䞐|賰)
賴	(赖|頼|賴)
賵	(赗|賵)
賸	(剩|剰|賸)
賺	(贃|赚|𧸖|賺|𧹗)
賻	(赙|賻)
購	(购|購)
賽	(赛|賽)
賾	(赜|賾)
贃	(賺|𧸖|𧹗|贃|赚)
贄	(贽|贄)
贅	(赘|贅)
贇	(赟|贇)
贈	(赠|贈)
贊	(賛|赞|贊)
贋	(偐|贗|赝|贋)
贍	(赡|贍)
贏	(赢|贏)
贐	(賮|赆|贐)
贒	(賢|贒|贤)
贓	(賍|贜|赃|贓)
贔	(赑|贔)
贖	(赎|贖)
贗	(偐|贋|赝|贗)
贛	(赣|贛)
贜	(賍|贓|贜|赃)
贝	(貝|贝)
贞	(貞|贞)
负	(負|负)
贠	(貟|贠)
贡	(貢|贡)
财	(財|㒲|才|财|纔)
责	(責|拆|责)
贤	(賢|贒|贤)
败	(敗|䢙|败)
账	(帳|賬|帐|账)
货	(貨|货)
质	(質|貭|质)
贩	(販|贩|𧶶)
贪	(貪|贪)
贫	(貧|贫)
贬	(貶|贬)
购	(購|购)
贮	(貯|贮)
贯	(貫|贯)
贰	(二|貳|弍|貮|贰)
贱	(賤|贱)
贲	(賁|贲)
贳	(貰|贳)
贴	(貼|贴)
贵	(貴|贵)
贶	(貺|贶)
贷	(貸|贷)
贸	(貿|贸)
费	(費|费)
贺	(賀|贺)
贻	(貽|贻)
贼	(賊|戝|贼)
贽	(贄|贽)
贾	(賈|贾|賈)
贿	(賄|贿)
赀	(貲|赀)
赁	(賃|赁)
赂	(賂|赂|賂)
赃	(贓|賍|贜|赃)
资	(資|资)
赅	(賅|侅|赅)
赆	(贐|賮|赆)
赇	(賕|赇)
赈	(賑|赈)
赉	(賚|赉)
赊	(賒|赊)
赋	(賦|赋)
赌	(賭|赌)
赍	(齎|賫|赍)
赎	(贖|赎)
赏	(賞|赏)
赐	(賜|赐)
赑	(贔|赑)
赒	(賙|赒)
赓	(賡|赓)
赔	(賠|赔)
赕	(賧|赕)
赖	(賴|赖|頼)
赗	(賵|赗)
赘	(贅|赘)
赙	(賻|赙)
赚	(賺|贃|赚|𧸖|𧹗)
赛	(賽|赛)
赜	(賾|赜)
赝	(贋|贗|偐|赝)
赞	(贊|賛|赞)
赟	(贇|赟)
赠	(贈|赠)
赡	(贍|赡)
赢	(贏|赢)
赣	(贛|赣)
赤	(𤆍|赤)
赪	(赬|䞓|赪)
赬	(䞓|赪|赬)
走	(赱|走)
赱	(走|赱)
赵	(趙|赵)
赶	(趕|赶)
趁	(趂|趁)
趂	(趁|趂)
趄	(跙|趄)
趋	(趨|趋)
趒	(跳|趒)
趕	(赶|趕)
趙	(赵|趙)
趨	(趋|趨)
趮	(躁|趮)
趯	(躍|趯|跃)
趱	(趲|趱)
趲	(趱|趲)
趸	(躉|趸)
跃	(躍|趯|跃)
跄	(蹌|牄|跄)
跐	(跴|跐|踹)
跖	(蹠|跖)
跙	(趄|跙)
跞	(躒|跞)
跡	(蹟|迹|速|跡)
跥	(跺|跥)
路	(路|路)
跳	(趒|跳)
跴	(跐|踹|跴)
践	(踐|践)
跶	(躂|跶)
跷	(蹺|屩|跷|蹻|𪨗|𫏋)
跸	(蹕|跸)
跹	(躚|跹|蹮)
跺	(跥|跺)
跻	(躋|跻|隮)
踁	(硜|䃘|硁|踁)
踊	(踴|踊)
踌	(躊|踌)
踏	(蹋|踏|蹹)
踐	(践|踐)
踦	(犄|踦)
踨	(蹤|踨|踪)
踪	(蹤|踨|踪)
踬	(躓|踬)
踭	(㬹|踭)
踯	(躑|踯)
踰	(逾|踰)
踴	(踊|踴)
踵	(歱|踵)
踹	(跴|跐|踹)
踽	(偊|踽)
蹄	(蹏|蹄)
蹋	(踏|蹹|蹋)
蹌	(牄|跄|蹌)
蹏	(蹄|蹏)
蹑	(躡|蹑)
蹒	(蹣|蹒)
蹕	(跸|蹕)
蹝	(屣|躧|蹝)
蹟	(跡|迹|速|蹟)
蹠	(跖|蹠)
蹢	(豴|蹢)
蹣	(蹒|蹣)
蹤	(踨|踪|蹤)
蹧	(遭|蹧)
蹭	(矰|蹭)
蹮	(躚|跹|蹮)
蹯	(番|蹯)
蹰	(躕|蹰)
蹴	(蹵|蹴)
蹵	(蹴|蹵)
蹶	(蹷|蹶)
蹷	(蹶|蹷)
蹹	(蹋|踏|蹹)
蹺	(屩|跷|蹻|蹺|𪨗|𫏋)
蹻	(蹺|𫏋|屩|跷|蹻|𪨗)
蹿	(躥|蹿)
躁	(趮|躁)
躂	(跶|躂)
躅	(䠱|躅)
躉	(趸|躉)
躊	(踌|躊)
躋	(跻|隮|躋)
躍	(趯|跃|躍)
躎	(䟢|躎)
躏	(躪|躏)
躑	(踯|躑)
躒	(跞|躒)
躓	(踬|躓)
躕	(蹰|躕)
躗	(躛|躗)
躚	(跹|蹮|躚)
躛	(躗|躛)
躜	(躦|躜)
躝	(𨅬|躝)
躡	(蹑|躡)
躥	(蹿|躥)
躦	(躜|躦)
躧	(屣|蹝|躧)
躪	(躏|躪)
躬	(躳|躬)
躭	(眈|耽|躭)
躯	(軀|躯)
躰	(體|体|躰|軆|骵)
躱	(躲|躱)
躲	(躱|躲)
躳	(躬|躳)
躶	(裸|躶|裸)
躷	(矮|躷)
軀	(躯|軀)
軄	(職|职|軄)
軆	(体|體|軆|躰|骵)
軉	(𨉗|軉)
車	(车|車|車)
軋	(轧|軋)
軌	(轨|軌)
軍	(军|軍)
軏	(𫐄|軏)
軑	(轪|軑)
軒	(轩|軒)
軔	(轫|軔)
軗	(𨐅|軗)
軛	(轭|軛)
軟	(輭|软|軟)
転	(轉|転|转)
軣	(轟|軣|轰)
軤	(轷|軤)
軨	(𫐉|軨)
軫	(轸|軫)
軰	(輩|軰|辈)
軲	(轂|轱|毂|軲)
軸	(轴|軸)
軹	(轵|軹)
軺	(轺|𨍳|軺)
軻	(轲|軻)
軼	(轶|軼)
軽	(輕|軽|轻)
軾	(轼|軾)
軿	(輧|軿)
較	(较|較)
輄	(𨐈|輄)
輅	(辂|輅)
輇	(辁|輇)
輈	(辀|輈)
載	(儎|载|傤|載)
輊	(轾|輊)
輌	(輛|輌|辆)
輒	(輙|辄|輒)
輓	(挽|掇|輓)
輔	(辅|輔)
輕	(軽|轻|輕)
輗	(𫐐|輗)
輙	(輒|輙|辄)
輛	(輌|辆|輛)
輜	(辎|輜)
輝	(煇|辉|輝)
輞	(辋|輞)
輟	(辍|輟)
輥	(辊|輥)
輦	(襜|辇|輦|襝|輦|裣)
輧	(軿|輧)
輩	(軰|辈|輩)
輪	(轮|輪|輪)
輬	(辌|輬)
輭	(軟|輭|软)
輮	(𫐓|輮)
輯	(辑|輯)
輳	(辏|輳)
輵	(轕|輵)
輸	(输|輸)
輻	(辐|輻|輻)
輼	(轀|輼|辒)
輾	(辗|輾)
輿	(舆|轝|輿)
轀	(輼|辒|轀)
轂	(毂|軲|轂|轱)
轄	(辖|鎋|轄)
轅	(辕|轅)
轆	(樚|辘|轆)
轉	(転|转|轉)
轍	(辙|轍)
轎	(轿|轎)
轔	(辚|轔)
轕	(輵|轕)
轗	(㙳|轗)
轝	(輿|舆|轝)
轟	(軣|轰|轟)
轡	(辔|轡)
轢	(轹|轢|轢)
轣	(𫐆|轣)
轤	(轳|轤)
车	(車|车|車)
轧	(軋|轧)
轨	(軌|轨)
轩	(軒|轩)
轪	(軑|轪)
轫	(軔|轫)
转	(轉|転|转)
轭	(軛|轭)
轮	(輪|轮|輪)
软	(軟|輭|软)
轰	(轟|軣|轰)
轱	(軲|轂|轱|毂)
轲	(軻|轲)
轳	(轤|轳)
轴	(軸|轴)
轵	(軹|轵)
轶	(軼|轶)
轷	(軤|轷)
轸	(軫|轸)
轹	(轢|轹|轢)
轺	(軺|轺|𨍳)
轻	(輕|軽|轻)
轼	(軾|轼)
载	(載|儎|载|傤)
轾	(輊|轾)
轿	(轎|轿)
辀	(輈|辀)
辁	(輇|辁)
辂	(輅|辂)
较	(較|较)
辄	(輒|輙|辄)
辅	(輔|辅)
辆	(輛|輌|辆)
辇	(輦|襜|辇|輦|襝|裣)
辈	(輩|軰|辈)
辉	(輝|煇|辉)
辊	(輥|辊)
辋	(輞|辋)
辌	(輬|辌)
辍	(輟|辍)
辎	(輜|辎)
辏	(輳|辏)
辐	(輻|辐|輻)
辑	(輯|辑)
辒	(轀|輼|辒)
输	(輸|输)
辔	(轡|辔)
辕	(轅|辕)
辖	(轄|辖|鎋)
辗	(輾|辗)
辘	(轆|樚|辘)
辙	(轍|辙)
辚	(轔|辚)
辞	(辤|辭|辞)
辟	(避|辟)
辠	(罪|辠)
辢	(辣|辢)
辣	(辢|辣)
辤	(辞|辭|辤)
辦	(办|辦)
辧	(辨|弁|辧|辯|辩)
辨	(弁|辧|辯|辨|辩)
辩	(辯|辨|辩|弁|辧)
辫	(辮|辫)
辭	(辞|辤|辭)
辮	(辫|辮)
辯	(辨|辩|弁|辧|辯)
辰	(辰|辰)
農	(农|莀|農)
辵	(辶|辵)
辶	(辵|辶)
边	(邊|边|辺|邉)
辺	(邊|边|辺|邉)
辽	(遼|辽|遼)
达	(達|达|逹)
迁	(遷|迁)
迂	(遇|迂)
迆	(迤|迆)
过	(過|过)
迈	(邁|迈)
迊	(匝|帀|迊)
运	(運|运)
迕	(忤|啎|迕)
还	(還|还)
这	(這|这)
进	(進|进)
远	(遠|远|逺)
违	(違|违)
连	(連|连|連)
迟	(遲|迟|遅|遟)
迤	(迆|迤)
迥	(逈|迥)
迨	(逮|迨)
迩	(邇|迩)
迪	(廸|迪)
迫	(廹|迫)
迬	(往|徃|迬)
迭	(疊|叠|曡|畳|疉|迭)
迯	(逃|迯)
迳	(徑|逕|俓|勁|径|迳|劲)
迴	(回|廻|囘|囬|廽|迴|逥)
迹	(跡|蹟|速|迹)
迺	(乃|廼|迺)
迻	(移|迻)
适	(適|适)
逃	(迯|逃)
逈	(迥|逈)
选	(選|选)
逊	(遜|愻|逊)
递	(遞|递|逓)
逓	(遞|递|逓)
逕	(徑|迳|俓|勁|径|逕|劲)
逖	(逷|逖)
這	(这|這)
逞	(期|朞|逞|稘)
速	(跡|蹟|迹|速)
連	(连|連|連)
逥	(回|囘|囬|廻|廽|迴|逥)
逦	(邐|逦)
逩	(奔|犇|逩)
逮	(迨|逮)
逰	(游|逰|遊)
週	(周|週)
進	(进|進)
逷	(逖|逷)
逸	(逸|逸)
逹	(達|达|逹)
逺	(遠|远|逺)
逻	(邏|逻|邏)
逼	(偪|逼)
逾	(踰|逾)
逿	(盪|𨌩|荡|蕩|蘯|逿|偒)
遅	(遲|迟|遅|遟)
遇	(迂|遇)
遊	(游|逰|遊)
運	(运|運)
遍	(徧|遍)
過	(过|過)
遑	(徨|遑)
達	(达|逹|達)
違	(违|違)
遗	(遺|遗)
遙	(遥|遙)
遜	(愻|逊|遜)
遞	(递|逓|遞)
遟	(遲|迟|遅|遟)
遠	(远|逺|遠)
遡	(泝|溯|遡|㴑)
遥	(遙|遥)
適	(适|適)
遭	(蹧|遭)
遲	(迟|遅|遟|遲)
遶	(繞|绕|遶)
遷	(迁|遷)
選	(选|選)
遺	(遗|遺)
遼	(辽|遼|遼)
避	(辟|避)
邁	(迈|邁)
還	(还|還)
邅	(㣶|邅)
邇	(迩|邇)
邉	(邊|边|辺|邉)
邊	(边|辺|邉|邊)
邏	(逻|邏|邏)
邐	(逦|邐)
邑	(阝|邑|阜)
邓	(鄧|邓)
邕	(雍|𪪝|邕|雝|廱|簌)
邝	(鄺|邝)
邠	(㟗|豳|邠)
邢	(郉|邢)
邨	(村|邨)
邬	(鄔|塢|邬|坞|隖|隝)
邮	(郵|邮)
邹	(鄒|邹)
邺	(鄴|邺)
邻	(鄰|邻|隣|隣)
郁	(喐|鬱|郁|欝|鬰)
郄	(郤|隙|郄)
郅	(胝|郅)
郉	(邢|郉)
郎	(郞|郎|郎)
郏	(郟|郏)
郐	(鄶|郐)
郑	(鄭|郑)
郓	(鄆|郓)
郞	(郎|郞|郎)
郟	(郏|郟)
郤	(郄|郤|隙)
郦	(酈|郦)
郧	(鄖|郧)
部	(卩|㔾|節|部|罇|节|墫|樽)
郰	(鄹|郰)
郵	(邮|郵)
郷	(鄉|乡|郷|鄕)
郸	(鄲|郸)
都	(都|都)
鄆	(郓|鄆)
鄉	(乡|郷|鄕|鄉)
鄒	(邹|鄒)
鄔	(塢|邬|坞|鄔|隖|隝)
鄕	(鄉|乡|郷|鄕)
鄖	(郧|鄖)
鄧	(邓|鄧)
鄭	(郑|鄭)
鄰	(邻|隣|隣|鄰)
鄲	(郸|鄲)
鄴	(邺|鄴)
鄶	(郐|鄶)
鄷	(酆|鄷)
鄹	(郰|鄹)
鄺	(邝|鄺)
酂	(酇|酂)
酆	(鄷|酆)
酇	(酂|酇)
酈	(郦|酈)
酉	(丣|酋|酉)
酋	(酉|丣|酋)
酔	(醉|酔)
酖	(鴆|酖|鸩)
酝	(醞|酝|醖)
酢	(榨|醋|酢|醡|詐|诈)
酦	(醱|酦|醗)
酧	(酬|醻|詶|酧)
酪	(酪|酪)
酬	(詶|酧|醻|酬)
酱	(醬|酱|醤)
酹	(儡|酹)
酽	(釅|酽)
酾	(釃|酾)
酿	(釀|酿|醸)
醃	(腌|醃|骯|肮)
醇	(䣩|醇)
醉	(酔|醉)
醊	(餟|醊)
醋	(酢|榨|醋|醡|詐|诈)
醑	(湑|醑)
醒	(惺|醒|𢜫)
醖	(醞|酝|醖)
醗	(醱|酦|醗)
醜	(丑|醜)
醞	(酝|醖|醞)
醡	(榨|詐|酢|醡|诈|醋)
醤	(醬|酱|醤)
醩	(糟|醩)
醫	(医|醫)
醬	(酱|醤|醬)
醱	(酦|醗|醱)
醴	(醴|醴)
醸	(釀|酿|醸)
醻	(酧|酬|醻|詶)
醼	(燕|讌|醼|鷰|䜩|宴)
釀	(酿|醸|釀)
釁	(衅|釁)
釃	(酾|釃)
釅	(酽|釅)
釆	(采|埰|採|釆)
采	(埰|採|釆|采)
釈	(釋|釈|释)
释	(釋|釈|释)
釋	(釈|释|釋)
里	(裏|裡|里|里|裏|裡)
野	(埜|野)
量	(量|量)
釐	(厘|𭀖|釐)
金	(釒|钅|金|金)
釒	(金|钅|釒|金)
釓	(钆|釓)
釔	(钇|釔)
釕	(钌|釕)
釖	(劍|剑|剣|剱|劒|劔|釖|釼|劎)
釗	(钊|釗)
釘	(钉|釘)
釙	(钋|釙)
釜	(釡|釜)
針	(箴|鍼|针|針)
釡	(釜|釡)
釣	(钓|釣)
釤	(钐|釤)
釧	(钏|釧)
釩	(钒|釩)
釬	(銲|釬)
釳	(𨰿|釳)
釵	(叉|钗|釵)
釷	(钍|釷)
釹	(钕|釹)
釺	(钎|釺)
釼	(劍|剑|剣|剱|劒|劔|釖|釼|劎)
釾	(䥺|釾)
鈀	(耙|钯|鈀)
鈁	(钫|鈁)
鈃	(钘|鈃)
鈄	(钭|鈄)
鈆	(鉛|鈆|铅)
鈇	(𫓧|鈇)
鈈	(钚|鈈)
鈉	(钠|鈉)
鈋	(𨱂|鈋)
鈍	(钝|鈍)
鈎	(鉤|鈎|钩)
鈐	(钤|鈐)
鈑	(钣|鈑)
鈒	(钑|鈒)
鈔	(钞|鈔)
鈕	(钮|鈕)
鈞	(銁|钧|鈞)
鈠	(𨱁|鈠)
鈡	(鍾|鈡|鐘|钟|锺)
鈣	(钙|鈣)
鈥	(钬|鈥)
鈦	(钛|鈦)
鈧	(钪|鈧)
鈬	(鐸|鈬|铎)
鈮	(铌|鈮)
鈯	(𨱄|鈯)
鈰	(铈|鈰)
鈲	(𨱃|鈲)
鈳	(钶|鈳)
鈴	(铃|鈴|鈴)
鈷	(钴|鈷)
鈸	(钹|鈸)
鈹	(铍|鈹)
鈺	(钰|鈺)
鈽	(钸|鈽)
鈾	(铀|鈾)
鈿	(钿|鈿)
鉀	(钾|鉀)
鉁	(𨱅|鉁)
鉄	(銕|鐵|鉄|鐡|铁)
鉅	(巨|钜|鉅)
鉆	(鉗|鑽|箝|鉆|钳|鑚|钻)
鉈	(砣|铊|𥓿|鉈)
鉉	(铉|鉉)
鉋	(刨|铇|鉋)
鉍	(铋|鉍)
鉏	(鋤|耡|鉏|锄)
鉑	(铂|鉑)
鉕	(钷|鉕)
鉗	(箝|鉆|钳|鉗|鑽|鑚|钻)
鉚	(铆|鉚)
鉛	(鈆|铅|鉛)
鉞	(戉|钺|鉞)
鉢	(缽|鉢|钵)
鉤	(鈎|钩|鉤)
鉦	(钲|鉦)
鉨	(鿭|鉨|鑈)
鉬	(钼|鉬)
鉭	(钽|鉭)
鉱	(礦|矿|砿|鉱|鑛)
鉴	(鑒|鉴|鑑)
鉶	(铏|鉶)
鉸	(铰|鉸)
鉺	(铒|鉺)
鉻	(铬|鉻)
鉿	(铪|鉿)
銀	(银|銀)
銁	(鈞|銁|钧)
銃	(铳|銃)
銅	(铜|銅)
銍	(铚|銍)
銑	(铣|銑)
銓	(铨|銓)
銕	(鉄|鐵|銕|鐡|铁)
銖	(铢|銖)
銘	(铭|銘)
銚	(铫|銚)
銛	(铦|銛)
銜	(㘅|衔|啣|銜)
銠	(铑|銠)
銣	(铷|銣)
銥	(铱|銥)
銦	(铟|銦)
銨	(铵|銨)
銩	(铥|銩)
銪	(铕|銪)
銫	(铯|銫)
銬	(铐|銬)
銭	(錢|銭|钱)
銮	(鑾|銮)
